ID(String),carat(Float),logcarat(Float),cut(String),color(String),clarity(String),depth(Float),table(Integer),price(Integer),logprice(Float),x(Float),y(Float),z(Float),volume(Float)
46600,0.54,-0.62,Ideal,D,SI1,60.8,57,1786,7.49,5.31,5.25,3.21,89.486775
46620,0.51,-0.67,Ideal,D,VS2,62.3,57,1787,7.49,5.09,5.12,3.18,82.873344
46640,0.3,-1.2,Good,E,SI1,63.2,56,526,6.27,4.27,4.3,2.71,49.75831
46660,0.51,-0.67,Ideal,D,VS2,61.5,55,1787,7.49,5.13,5.18,3.17,84.237678
46680,0.99,-0.01,Fair,J,I1,73.6,60,1789,7.49,6.01,5.8,4.35,151.6323
46700,0.5,-0.69,Fair,D,VVS1,65.9,64,1792,7.49,4.92,5.03,3.28,81.172128
46720,0.51,-0.67,Very Good,D,VS2,63.5,56,1793,7.49,5.1,5.07,3.23,83.51811
46740,0.55,-0.6,Ideal,G,VVS2,62.3,53,1799,7.49,5.27,5.29,3.29,91.719607
46760,0.65,-0.43,Very Good,I,VVS1,61.8,56,1801,7.5,5.53,5.57,3.43,105.651203
46780,0.54,-0.62,Ideal,G,VS1,61.8,55.3,1804,7.5,5.22,5.24,3.23,88.349544
46800,0.7,-0.36,Premium,F,SI2,60.6,57,1806,7.5,5.81,5.74,3.5,116.7229
46820,0.72,-0.33,Premium,E,SI2,59.3,60,1808,7.5,5.88,5.85,3.48,119.70504
46840,0.57,-0.56,Ideal,D,SI1,61.4,55,1810,7.5,5.35,5.34,3.28,93.70632
46860,0.53,-0.63,Ideal,D,VS1,61.5,55,1813,7.5,5.19,5.22,3.2,86.69376
46880,0.53,-0.63,Premium,E,VS2,60.9,60,1813,7.5,5.22,5.16,3.16,85.115232
46900,0.56,-0.58,Ideal,D,SI1,60.5,57,1814,7.5,5.36,5.31,3.23,91.930968
46920,0.52,-0.65,Ideal,G,VS1,62.4,56,1815,7.5,5.15,5.11,3.2,84.2128
46940,0.52,-0.65,Ideal,E,VS2,61.8,55,1815,7.5,5.19,5.17,3.2,85.86336
46960,0.27,-1.31,Ideal,G,VS1,62.3,53,527,6.27,4.16,4.19,2.6,45.31904
46980,0.23,-1.47,Very Good,F,VVS2,62,58,530,6.27,3.89,3.92,2.42,36.902096
47000,0.62,-0.48,Very Good,I,VS1,61.8,55,1818,7.51,5.5,5.53,3.41,103.71515
47020,0.56,-0.58,Ideal,E,VS2,62.6,57,1819,7.51,5.26,5.29,3.3,91.82382
47040,0.55,-0.6,Premium,D,SI1,60.7,58,1819,7.51,5.3,5.24,3.2,88.8704
47060,0.59,-0.53,Ideal,D,SI1,61.2,56,1821,7.51,5.43,5.38,3.31,96.696354
47080,0.52,-0.65,Ideal,D,VS2,62.7,53,1822,7.51,5.14,5.17,3.23,85.833374
47100,0.71,-0.34,Fair,J,VS2,64.4,56,1826,7.51,5.64,5.6,3.62,114.33408
47120,0.65,-0.43,Good,G,SI1,59.6,60.3,1828,7.51,5.64,5.71,3.38,108.850872
47140,0.51,-0.67,Premium,E,VS1,61.9,58,1831,7.51,5.1,5.15,3.17,83.26005
47160,0.76,-0.27,Ideal,J,SI2,61.5,54,1833,7.51,5.9,5.93,3.64,127.35268
47180,0.51,-0.67,Premium,F,VS1,61.4,58,1836,7.52,5.18,5.15,3.17,84.56609
47200,0.5,-0.69,Ideal,G,VVS2,61.2,56,1838,7.52,5.1,5.13,3.13,81.89019
47220,0.5,-0.69,Premium,F,VS1,61.3,59,1838,7.52,5.15,5.09,3.14,82.31039
47240,0.51,-0.67,Ideal,E,VS1,62,57,1841,7.52,5.11,5.15,3.18,83.68647
47260,0.7,-0.36,Premium,J,VS2,61.2,60,1843,7.52,5.7,5.73,3.5,114.3135
47280,0.55,-0.6,Ideal,H,VVS1,62.4,56,1845,7.52,5.21,5.24,3.26,88.999304
47300,0.3,-1.2,Very Good,I,SI1,60.5,62,394,5.98,4.33,4.37,2.63,49.765123
47320,0.23,-1.47,Very Good,E,VVS2,62.4,59,530,6.27,3.91,3.94,2.45,37.74323
47340,0.23,-1.47,Very Good,E,VVS1,62.1,58,530,6.27,3.9,3.93,2.43,37.24461
47360,0.54,-0.62,Very Good,H,VVS1,62,57,1846,7.52,5.2,5.25,3.24,88.452
47380,0.54,-0.62,Ideal,G,VS1,62.3,55,1847,7.52,5.24,5.2,3.25,88.556
47400,0.55,-0.6,Ideal,D,VS2,61.7,57,1848,7.52,5.21,5.26,3.23,88.516858
47420,0.57,-0.56,Ideal,E,VS2,61.6,56,1851,7.52,5.33,5.38,3.3,94.62882
47440,0.56,-0.58,Ideal,G,VS1,60.7,55,1855,7.53,5.33,5.36,3.25,92.8486
47460,0.53,-0.63,Ideal,D,VS2,61.5,56,1857,7.53,5.17,5.23,3.2,86.52512
47480,0.6,-0.51,Ideal,G,VS2,62,54,1861,7.53,5.43,5.47,3.38,100.393098
47500,0.47,-0.76,Ideal,H,IF,62.4,57,1865,7.53,4.97,5,3.11,77.2835
47520,0.38,-0.97,Ideal,D,VVS1,60.3,56,1867,7.53,4.72,4.74,2.85,63.76248
47540,0.55,-0.6,Ideal,F,VS2,62.1,55,1871,7.53,5.27,5.25,3.26,90.19605
47560,0.52,-0.65,Very Good,E,VS1,59.1,58,1875,7.54,5.31,5.38,3.16,90.274248
47580,0.6,-0.51,Ideal,F,VS2,61.9,55,1875,7.54,5.43,5.46,3.37,99.913086
47600,0.52,-0.65,Ideal,G,VVS2,61.6,56,1878,7.54,5.18,5.15,3.18,84.83286
47620,0.55,-0.6,Premium,G,VS1,62,57,1881,7.54,5.3,5.25,3.27,90.98775
47640,0.51,-0.67,Ideal,D,VS2,61.9,55,1882,7.54,5.13,5.11,3.17,83.099331
47660,0.23,-1.47,Very Good,E,VVS1,61.1,60,530,6.27,3.95,4.01,2.43,38.489985
47680,0.51,-0.67,Ideal,D,VS2,62.3,57,1882,7.54,5.12,5.09,3.18,82.873344
47700,0.59,-0.53,Premium,E,VS2,62.3,55,1883,7.54,5.43,5.39,3.37,98.632149
47720,0.59,-0.53,Premium,H,VVS2,62.3,55,1886,7.54,5.42,5.33,3.35,96.77681
47740,0.7,-0.36,Premium,I,SI2,59.5,58,1890,7.54,5.79,5.73,3.43,113.796081
47760,0.53,-0.63,Ideal,G,VVS2,62.1,54,1893,7.55,5.18,5.22,3.23,87.337908
47780,0.6,-0.51,Premium,D,SI1,61.6,58,1896,7.55,5.42,5.45,3.35,98.95565
47800,0.51,-0.67,Ideal,H,IF,60.3,58,1899,7.55,5.15,5.17,3.11,82.805305
47820,0.53,-0.63,Very Good,G,VVS1,60.3,54,1904,7.55,5.29,5.33,3.2,90.22624
47840,0.72,-0.33,Very Good,I,SI2,63.4,56,1907,7.55,5.67,5.72,3.61,117.080964
47860,0.67,-0.4,Ideal,G,VS2,61.4,57,1910,7.55,5.7,5.67,3.49,112.79331
47880,0.58,-0.54,Ideal,G,VS1,61.5,55,1911,7.56,5.36,5.41,3.31,95.982056
47900,0.54,-0.62,Ideal,G,VVS2,61.7,57,1914,7.56,5.23,5.26,3.23,88.856654
47920,0.7,-0.36,Fair,G,SI1,68.4,58,1915,7.56,5.59,5.55,3.61,111.998445
47940,0.6,-0.51,Premium,E,VS2,59.9,61,1915,7.56,5.53,5.48,3.3,100.00452
47960,0.7,-0.36,Ideal,H,SI1,60.6,57,1919,7.56,5.73,5.78,3.49,115.586706
47980,0.32,-1.14,Ideal,E,SI1,62.1,54,532,6.28,4.4,4.42,2.74,53.28752
48000,0.31,-1.17,Premium,D,SI1,60.6,59,533,6.28,4.35,4.39,2.65,50.605725
48020,0.72,-0.33,Premium,I,SI1,62,52,1922,7.56,5.71,5.67,3.53,114.286221
48040,0.79,-0.24,Premium,J,SI1,58.8,62,1924,7.56,6.03,6.01,3.54,128.290662
48060,0.55,-0.6,Ideal,D,VS2,61.5,56,1928,7.56,5.25,5.28,3.24,89.8128
48080,0.56,-0.58,Very Good,E,VS1,62.7,60,1931,7.57,5.25,5.28,3.3,91.476
48100,0.62,-0.48,Ideal,D,SI1,61.6,55,1934,7.57,5.49,5.51,3.39,102.547161
48120,0.7,-0.36,Ideal,J,SI1,62.6,56,1937,7.57,5.66,5.68,3.55,114.12824
48140,0.55,-0.6,Ideal,E,VS1,61.6,55,1940,7.57,5.33,5.28,3.27,92.025648
48160,0.71,-0.34,Very Good,G,SI1,61.1,61,1942,7.57,5.71,5.72,3.49,113.987588
48180,0.54,-0.62,Ideal,H,VVS1,61.1,57,1944,7.57,5.26,5.22,3.2,87.86304
48200,0.59,-0.53,Very Good,D,VS2,63.2,57,1948,7.57,5.28,5.32,3.35,94.10016
48220,0.57,-0.56,Ideal,G,VS1,62,55,1949,7.58,5.35,5.29,3.3,93.39495
48240,0.54,-0.62,Ideal,G,VVS2,60.8,56,1950,7.58,5.31,5.28,3.22,90.278496
48260,1,0,Fair,G,I1,67.3,57,1954,7.58,6.26,6.12,4.18,160.140816
48280,0.53,-0.63,Ideal,D,VS2,61.5,56,1956,7.58,5.23,5.17,3.2,86.52512
48300,0.51,-0.67,Very Good,D,VS1,62.2,59,1959,7.58,5.1,5.13,3.18,83.19834
48320,0.23,-1.47,Ideal,G,VVS1,61.9,58,536,6.28,3.93,3.96,2.44,37.973232
48340,0.71,-0.34,Premium,H,SI2,61.5,57,1960,7.58,5.76,5.69,3.52,115.365888
48360,0.56,-0.58,Ideal,D,VS2,62.2,56,1963,7.58,5.24,5.28,3.27,90.471744
48380,0.58,-0.54,Ideal,E,VS1,60.1,57,1965,7.58,5.41,5.47,3.27,96.768129
48400,0.59,-0.53,Ideal,E,VS2,62.3,55,1968,7.58,5.35,5.38,3.34,96.13522
48420,0.51,-0.67,Premium,G,VVS1,61.6,59,1971,7.59,5.12,5.08,3.14,81.670144
48440,0.51,-0.67,Ideal,G,VVS2,61.3,57,1974,7.59,5.15,5.12,3.15,83.0592
48460,0.57,-0.56,Ideal,G,VVS2,60.5,56,1976,7.59,5.36,5.38,3.25,93.7196
48480,0.56,-0.58,Ideal,G,VVS2,61.2,55,1979,7.59,5.35,5.37,3.28,94.23276
48500,0.7,-0.36,Fair,H,VS2,64.9,56,1981,7.59,5.49,5.51,3.57,107.992143
48520,0.76,-0.27,Premium,H,SI2,59,59,1985,7.59,6.05,6.02,3.56,129.65876
48540,0.5,-0.69,Premium,F,VVS2,62.7,56,1987,7.59,5.08,5.03,3.17,81.001108
48560,0.71,-0.34,Ideal,E,SI2,62.6,55,1991,7.6,5.72,5.68,3.57,115.987872
48580,0.54,-0.62,Premium,D,VS2,60.6,58,1993,7.6,5.3,5.26,3.2,89.2096
48600,0.55,-0.6,Ideal,E,VS1,61.2,54,1996,7.6,5.3,5.32,3.25,91.637
48620,0.7,-0.36,Very Good,I,SI1,63.5,59,1999,7.6,5.65,5.62,3.58,113.67574
48640,0.31,-1.17,Premium,I,SI1,60.1,59,537,6.29,4.41,4.38,2.64,50.993712
48660,0.34,-1.08,Good,H,VS2,63.2,55,537,6.29,4.46,4.5,2.83,56.7981
48680,0.51,-0.67,Very Good,G,VVS1,60.1,56,2005,7.6,5.16,5.35,3.16,87.23496
48700,0.65,-0.43,Very Good,G,VS2,63.2,57,2009,7.61,5.54,5.47,3.48,105.457224
48720,0.63,-0.46,Fair,E,VS2,65.7,60,2011,7.61,5.41,5.31,3.52,101.119392
48740,0.56,-0.58,Premium,G,VS1,59.9,60,2013,7.61,5.41,5.37,3.23,93.836991
48760,0.5,-0.69,Premium,F,VVS2,60.9,58,2016,7.61,5.13,5.09,3.11,81.207387
48780,0.7,-0.36,Premium,H,SI1,62.7,59,2020,7.61,5.68,5.63,3.55,113.52332
48800,0.59,-0.53,Ideal,G,VVS2,61,57,2024,7.61,5.41,5.44,3.31,97.414624
48820,0.51,-0.67,Premium,G,VVS1,60.2,58,2027,7.61,5.24,5.2,3.14,85.55872
48840,0.55,-0.6,Ideal,D,VS2,61.5,56,2030,7.62,5.28,5.25,3.24,89.8128
48860,0.59,-0.53,Very Good,F,VS1,61.7,59,2034,7.62,5.35,5.38,3.31,95.27173
48880,0.56,-0.58,Very Good,E,VS1,61.9,57,2037,7.62,5.29,5.31,3.28,92.134872
48900,0.68,-0.39,Premium,G,VS2,61.7,57,2040,7.62,5.67,5.65,3.49,111.803895
48920,0.7,-0.36,Very Good,J,VVS1,63.3,55,2042,7.62,5.63,5.68,3.58,114.482672
48940,0.52,-0.65,Very Good,G,VVS1,61.9,61,2045,7.62,5.11,5.13,3.17,83.099331
48960,0.61,-0.49,Ideal,I,VVS1,61.9,56,2048,7.62,5.41,5.45,3.36,99.06792
48980,0.34,-1.08,Premium,H,VS2,62.6,60,537,6.29,4.42,4.46,2.78,54.802696
49000,0.72,-0.33,Very Good,G,SI2,59.7,56,2050,7.63,5.83,5.89,3.5,120.18545
49020,0.5,-0.69,Premium,F,VVS2,62.3,58,2052,7.63,5.06,5.11,3.17,81.965422
49040,0.66,-0.42,Good,G,VS1,59,62,2055,7.63,5.66,5.72,3.35,108.45692
49060,0.7,-0.36,Very Good,G,SI2,62.6,56,2058,7.63,5.65,5.69,3.55,114.127175
49080,0.51,-0.67,Premium,E,VVS2,61,61,2060,7.63,5.17,5.13,3.14,83.279394
49100,0.64,-0.45,Fair,F,VS2,57,62.5,2063,7.63,5.67,5.78,3.26,106.838676
49120,0.7,-0.36,Very Good,H,SI1,60.9,62,2066,7.63,5.67,5.72,3.47,112.540428
49140,0.51,-0.67,Ideal,D,VS1,61.6,57,2066,7.63,5.16,5.13,3.17,83.912436
49160,0.5,-0.69,Premium,G,VVS1,62.3,59,2070,7.64,5.04,5.01,3.13,79.033752
49180,0.78,-0.25,Premium,H,SI2,59.7,59,2074,7.64,6.03,5.97,3.58,128.876778
49200,0.52,-0.65,Very Good,F,VVS2,61.5,57,2079,7.64,5.18,5.22,3.19,86.256324
49220,0.5,-0.69,Premium,F,VVS1,61.1,55,2081,7.64,5.15,5.13,3.14,82.95723
49240,0.58,-0.54,Good,F,VS1,62.2,62,2084,7.64,5.37,5.44,3.36,98.155008
49260,0.71,-0.34,Ideal,D,SI2,62.5,57,2088,7.64,5.7,5.73,3.57,116.59977
49280,0.54,-0.62,Good,F,VS1,63.7,55,2090,7.64,5.16,5.11,3.27,86.222052
49300,0.41,-0.89,Premium,I,SI2,61.6,59,539,6.29,4.76,4.79,2.94,67.033176
49320,0.32,-1.14,Very Good,F,SI2,63.5,56,540,6.29,4.37,4.35,2.77,52.656315
49340,0.81,-0.21,Very Good,G,SI2,63.2,60,2095,7.65,5.82,5.79,3.67,123.670926
49360,0.51,-0.67,Ideal,F,VVS2,61.9,56,2098,7.65,5.09,5.14,3.16,82.673816
49380,0.73,-0.31,Ideal,J,VS2,62.3,55,2101,7.65,5.74,5.78,3.59,119.106148
49400,0.5,-0.69,Very Good,E,VVS2,61.5,59,2105,7.65,5.08,5.1,3.13,81.09204
49420,0.55,-0.6,Ideal,E,VS1,62,56,2107,7.65,5.27,5.24,3.26,90.024248
49440,0.7,-0.36,Good,F,SI2,61.6,61,2109,7.65,5.66,5.68,3.49,112.199312
49460,0.71,-0.34,Premium,H,SI1,62.4,59,2112,7.66,5.65,5.6,3.51,111.0564
49480,0.75,-0.29,Good,G,SI2,63.9,62,2115,7.66,5.66,5.61,3.6,114.30936
49500,0.55,-0.6,Ideal,F,VS1,60.5,57,2119,7.66,5.3,5.34,3.22,91.13244
49520,0.71,-0.34,Ideal,H,SI2,62.1,57,2122,7.66,5.68,5.76,3.55,116.14464
49540,0.72,-0.33,Premium,E,SI2,61.7,58,2125,7.66,5.79,5.74,3.56,118.315176
49560,0.78,-0.25,Very Good,I,SI2,60.6,60,2130,7.66,5.91,5.93,3.59,125.816217
49580,0.83,-0.19,Fair,H,SI2,65.1,59,2133,7.67,5.84,5.81,3.79,128.596216
49600,0.71,-0.34,Premium,F,SI2,60.2,60,2137,7.67,5.8,5.77,3.48,116.46168
49620,0.46,-0.78,Good,D,IF,58.6,59,2139,7.67,5.06,5.11,2.98,77.052668
49640,0.32,-1.14,Premium,G,SI2,62.7,58,540,6.29,4.39,4.35,2.74,52.32441
49660,0.71,-0.34,Very Good,I,SI1,61.5,58,2141,7.67,5.67,5.72,3.5,113.5134
49680,0.53,-0.63,Ideal,E,VS1,60.1,57,2143,7.67,5.25,5.31,3.17,88.371675
49700,0.7,-0.36,Very Good,I,SI1,63,56,2147,7.67,5.61,5.66,3.55,112.72173
49720,0.72,-0.33,Ideal,J,VVS2,61.5,57,2150,7.67,5.74,5.77,3.54,117.244092
49740,0.7,-0.36,Very Good,F,SI1,60.5,56,2155,7.68,5.73,5.8,3.49,115.98666
49760,0.59,-0.53,Ideal,G,VS2,61.7,55,2159,7.68,5.38,5.41,3.33,96.922314
49780,0.7,-0.36,Very Good,F,SI1,62.6,59,2161,7.68,5.64,5.7,3.55,114.1254
49800,0.78,-0.25,Very Good,J,SI1,58,61,2164,7.68,6.07,6.13,3.54,131.720214
49820,0.73,-0.31,Ideal,I,VS1,62.1,54,2167,7.68,5.77,5.8,3.59,120.14294
49840,0.71,-0.34,Ideal,F,SI2,61.6,56,2168,7.68,5.73,5.67,3.51,114.036741
49860,0.77,-0.26,Premium,E,SI2,62.5,60,2171,7.68,5.84,5.8,3.64,123.29408
49880,0.7,-0.36,Fair,H,SI1,64.5,59,2176,7.69,5.54,5.51,3.56,108.670424
49900,0.66,-0.42,Ideal,H,VS2,61.4,56,2178,7.69,5.62,5.65,3.46,109.86538
49920,0.7,-0.36,Very Good,G,SI1,63.3,61,2184,7.69,5.6,5.55,3.53,109.7124
49940,0.7,-0.36,Good,H,VS2,56.7,63,2187,7.69,5.87,5.92,3.34,116.066336
49960,0.3,-1.2,Good,H,SI1,63.7,56,540,6.29,4.22,4.2,2.68,47.50032
49980,0.3,-1.2,Very Good,G,VS2,61.7,56,541,6.29,4.32,4.35,2.67,50.17464
50000,0.59,-0.53,Ideal,H,VVS1,62.1,55,2193,7.69,5.38,5.41,3.35,97.50443
50020,0.7,-0.36,Premium,F,SI1,62.1,59,2196,7.69,5.68,5.72,3.54,115.013184
50040,0.71,-0.34,Very Good,I,VS1,63.3,58,2198,7.7,5.68,5.66,3.59,115.414192
50060,0.57,-0.56,Ideal,E,VS2,61,54,2202,7.7,5.39,5.43,3.3,96.58341
50080,0.51,-0.67,Ideal,F,VVS2,61.2,56,2203,7.7,5.19,5.17,3.17,85.058391
50100,0.71,-0.34,Premium,H,SI1,62.5,60,2207,7.7,5.75,5.68,3.57,116.5962
50120,0.5,-0.69,Ideal,F,VVS2,61.3,59,2210,7.7,5.05,5.1,3.11,80.09805
50140,0.71,-0.34,Good,I,VS2,64.3,63,2214,7.7,5.63,5.56,3.6,112.69008
50160,0.57,-0.56,Ideal,G,VVS1,61.9,57,2217,7.7,5.31,5.35,3.3,93.74805
50180,0.64,-0.45,Very Good,E,VS2,60.5,58.1,2222,7.71,5.59,5.62,3.39,106.499562
50200,0.71,-0.34,Ideal,J,VVS2,60.3,61,2226,7.71,5.76,5.79,3.48,116.059392
50220,0.7,-0.36,Very Good,F,SI1,61.8,58,2230,7.71,5.67,5.72,3.52,114.162048
50240,0.71,-0.34,Ideal,G,SI1,60.6,57,2233,7.71,5.72,5.8,3.49,115.78424
50260,0.5,-0.69,Ideal,E,VVS2,61.5,57,2236,7.71,5.09,5.12,3.14,81.830912
50280,0.97,-0.03,Ideal,I,I1,61.6,53,2239,7.71,6.4,6.43,3.95,162.5504
50300,0.32,-1.14,Very Good,J,VVS1,60.2,60,544,6.3,4.42,4.49,2.68,53.186744
50320,0.7,-0.36,Ideal,I,VS2,62,54.1,2240,7.71,5.7,5.73,3.55,115.94655
50340,0.64,-0.45,Premium,D,VS2,60.9,59,2243,7.72,5.6,5.63,3.42,107.82576
50360,0.72,-0.33,Premium,G,SI1,60.6,62,2246,7.72,5.81,5.77,3.51,117.668187
50380,0.7,-0.36,Fair,G,VS1,68.5,58,2250,7.72,5.47,5.34,3.7,108.07626
50400,0.73,-0.31,Ideal,F,SI2,60.5,59,2255,7.72,5.83,5.88,3.54,121.352616
50420,0.53,-0.63,Ideal,F,VVS2,61,56,2259,7.72,5.26,5.24,3.2,88.19968
50440,0.7,-0.36,Very Good,E,SI2,61.5,60,2263,7.72,5.65,5.7,3.49,112.39545
50460,0.74,-0.3,Very Good,H,SI2,63.1,56,2264,7.72,5.78,5.75,3.64,120.9754
50480,0.7,-0.36,Good,G,SI2,60.1,65,2268,7.73,5.7,5.65,3.41,109.81905
50500,0.7,-0.36,Ideal,I,VS2,61.4,56,2270,7.73,5.72,5.75,3.52,115.7728
50520,0.53,-0.63,Ideal,E,VVS2,62.2,54,2273,7.73,5.19,5.23,3.24,87.945588
50540,0.77,-0.26,Premium,I,VS2,61.6,58,2275,7.73,5.92,5.96,3.66,129.136512
50560,0.72,-0.33,Premium,H,SI1,62.7,59,2277,7.73,5.69,5.73,3.58,116.721246
50580,0.72,-0.33,Ideal,J,IF,62,55,2279,7.73,5.74,5.77,3.57,118.237686
50600,0.7,-0.36,Ideal,E,SI2,62.5,54,2283,7.73,5.68,5.71,3.56,115.460768
50620,0.23,-1.47,Very Good,E,VS2,62.4,60,400,5.99,3.9,3.92,2.44,37.30272
50640,0.23,-1.47,Very Good,F,VS1,61.9,58,402,6,3.9,4.02,2.45,38.4111
50660,0.31,-1.17,Ideal,G,VS2,61.4,56,544,6.3,4.34,4.36,2.67,50.522808
50680,0.7,-0.36,Very Good,I,VS1,62.7,58,2288,7.74,5.61,5.65,3.53,111.888645
50700,0.7,-0.36,Good,F,VS2,63.8,60,2290,7.74,5.61,5.52,3.55,109.93356
50720,0.72,-0.33,Very Good,D,SI2,59.8,60,2294,7.74,5.76,5.81,3.46,115.790976
50740,0.53,-0.63,Very Good,E,VVS2,60.7,59,2297,7.74,5.19,5.28,3.18,87.142176
50760,0.57,-0.56,Good,F,VVS2,57.6,60,2298,7.74,5.49,5.45,3.15,94.249575
50780,0.73,-0.31,Ideal,I,VS1,62.1,55.8,2302,7.74,5.77,5.81,3.6,120.68532
50800,0.71,-0.34,Premium,E,SI2,61.1,58,2306,7.74,5.76,5.73,3.51,115.846848
50820,0.71,-0.34,Ideal,E,SI1,61.5,57,2308,7.74,5.74,5.78,3.54,117.447288
50840,0.7,-0.36,Ideal,G,SI1,61.9,58,2310,7.75,5.69,5.72,3.53,114.890204
50860,0.7,-0.36,Good,D,SI2,59.3,64,2312,7.75,5.8,5.76,3.43,114.58944
50880,0.71,-0.34,Good,H,VS1,63.6,55,2315,7.75,5.58,5.65,3.57,112.55139
50900,0.56,-0.58,Ideal,F,VS2,62.7,55,2318,7.75,5.32,5.27,3.32,93.080848
50920,0.72,-0.33,Premium,G,SI1,60.8,58,2318,7.75,5.8,5.74,3.51,116.85492
50940,0.63,-0.46,Ideal,G,VS2,61.9,58,2320,7.75,5.48,5.51,3.4,102.66232
50960,0.51,-0.67,Premium,E,VVS1,61.4,60,2323,7.75,5.11,5.05,3.12,80.51316
50980,0.31,-1.17,Very Good,G,VS2,61,56,544,6.3,4.35,4.37,2.66,50.56527
51000,0.31,-1.17,Good,E,VS2,63.4,55,544,6.3,4.32,4.35,2.75,51.678
51020,0.71,-0.34,Fair,F,SI2,60.1,68,2327,7.75,5.8,5.72,3.46,114.78896
51040,0.75,-0.29,Premium,I,VS2,60,57,2329,7.75,5.93,5.9,3.55,124.20385
51060,0.7,-0.36,Very Good,G,VS2,63.5,57,2331,7.75,5.68,5.66,3.6,115.73568
51080,0.72,-0.33,Good,G,SI2,63.7,59,2333,7.75,5.74,5.65,3.63,117.72453
51100,0.59,-0.53,Ideal,G,VS2,61.9,57,2336,7.76,5.41,5.38,3.34,97.213372
51120,0.57,-0.56,Ideal,F,VVS2,62,55,2339,7.76,5.3,5.31,3.29,92.59047
51140,1.01,0.01,Fair,I,I1,56.1,63,2342,7.76,6.7,6.65,3.74,166.6357
51160,0.71,-0.34,Premium,F,SI1,60.2,60,2345,7.76,5.79,5.71,3.46,114.390714
51180,0.6,-0.51,Ideal,G,VVS2,62,57,2347,7.76,5.41,5.46,3.37,99.545082
51200,0.73,-0.31,Fair,I,VVS2,64.4,59,2351,7.76,5.65,5.62,3.63,115.26339
51220,0.5,-0.69,Ideal,H,IF,61.8,56,2352,7.76,5.1,5.13,3.16,82.67508
51240,0.7,-0.36,Good,G,VS2,63.8,59,2353,7.76,5.51,5.55,3.53,107.949165
51260,0.63,-0.46,Ideal,G,VS2,60.9,56,2357,7.77,5.57,5.6,3.4,106.0528
51280,0.78,-0.25,Fair,G,SI1,64.6,56,2359,7.77,5.86,5.79,3.76,127.574544
51300,0.7,-0.36,Good,F,VS2,62.9,58,2362,7.77,5.61,5.65,3.54,112.20561
51320,0.31,-1.17,Good,H,VS1,63.1,58,544,6.3,4.26,4.3,2.7,49.4586
51340,0.79,-0.24,Premium,H,VS2,61.1,59,2362,7.77,5.96,5.93,3.63,128.294364
51360,0.72,-0.33,Premium,F,SI2,59.3,57,2364,7.77,5.89,5.85,3.48,119.90862
51380,0.7,-0.36,Premium,H,VS1,62.8,60,2367,7.77,5.61,5.56,3.51,109.482516
51400,0.7,-0.36,Premium,F,VS2,61.1,62,2369,7.77,5.69,5.64,3.46,111.036936
51420,0.53,-0.63,Ideal,G,IF,62.1,57,2372,7.77,5.16,5.21,3.22,86.565192
51440,0.81,-0.21,Ideal,H,SI2,61.4,57,2375,7.77,6,5.96,3.67,131.2392
51460,0.72,-0.33,Premium,E,SI2,62.6,59,2376,7.77,5.74,5.7,3.58,117.13044
51480,1.05,0.05,Premium,G,I1,61.7,59,2378,7.77,6.58,6.47,4.02,171.141852
51500,0.7,-0.36,Very Good,F,SI1,62.4,58,2382,7.78,5.64,5.7,3.54,113.80392
51520,0.72,-0.33,Very Good,G,SI1,63.1,57,2385,7.78,5.71,5.67,3.59,116.228763
51540,0.71,-0.34,Premium,G,SI1,61.7,58,2386,7.78,5.74,5.71,3.53,115.697162
51560,0.71,-0.34,Premium,G,SI1,62,60,2388,7.78,5.68,5.64,3.51,112.443552
51580,0.61,-0.49,Premium,F,VVS2,59.7,58,2392,7.78,5.56,5.53,3.31,101.771908
51600,0.7,-0.36,Good,E,VS2,64.2,60,2394,7.78,5.58,5.64,3.6,113.29632
51620,0.72,-0.33,Very Good,H,VS2,62.9,58,2396,7.78,5.7,5.75,3.6,117.99
51640,0.31,-1.17,Ideal,G,VS2,61.4,57,544,6.3,4.35,4.45,2.7,52.26525
51660,0.3,-1.2,Ideal,G,VS2,61.6,58,545,6.3,4.27,4.3,2.64,48.47304
51680,0.74,-0.3,Premium,G,SI2,62.5,56,2398,7.78,5.81,5.75,3.61,120.601075
51700,0.7,-0.36,Very Good,F,VS2,62.2,56,2400,7.78,5.7,5.74,3.56,116.47608
51720,0.7,-0.36,Good,F,SI1,63.8,60,2401,7.78,5.6,5.63,3.58,112.87024
51740,0.7,-0.36,Very Good,F,SI1,59.7,56.9,2403,7.78,5.73,5.86,3.46,116.179188
51760,0.7,-0.36,Ideal,E,SI1,62.4,55,2407,7.79,5.69,5.64,3.54,113.604264
51780,0.7,-0.36,Good,F,SI2,64.1,59,2411,7.79,5.58,5.53,3.56,109.852344
51800,0.75,-0.29,Premium,D,SI2,60.6,56,2415,7.79,5.94,5.9,3.59,125.81514
51820,0.51,-0.67,Premium,E,VVS2,59.3,59,2419,7.79,5.25,5.17,3.09,83.870325
51840,0.9,-0.11,Fair,I,SI2,67.7,61,2422,7.79,6.04,5.86,4.03,142.639432
51860,0.76,-0.27,Premium,F,SI2,62.3,55,2425,7.79,5.88,5.84,3.65,125.33808
51880,0.71,-0.34,Good,I,VVS2,63.6,57,2428,7.79,5.66,5.69,3.61,116.261494
